"家計
動向
関連

(沖縄)",,◎,一般小売店［衣料品・雑貨］（経営者）,販売量の動き,・今年は各店舗とも８月並みの売上を達成しており、前年同月よりもかなり上昇している。,
,,○,その他専門店［楽器］（経営者）,販売量の動き,・台風があったが観光客数は比較的安定しており、まだまだ沖縄ブームなのか売上も微増となっている。,
,,○,その他飲食［居酒屋］（経営者）,来客数の動き,・例年、９月は10日過ぎから来客数は減少するが、今年は平均的に推移している。ただし、相変わらず低価格のイベントに集中したものとなっている。,
,,○,ゴルフ場（経営者）,お客様の様子,・プロトーナメント大会開催などイベントを行うが、そのイベントによる相乗効果が既に出ており、プラス要因につながっている。,
,,□,百貨店（担当者）,販売量の動き,・今月は、２度にわたる台風の影響で臨時休となった２日間の売上減も否めず、売上が10～13％減少し、台風の影響はあまりにも大きいものとなっている。しかし、台風の影響を差し引いてみると６日の週から20日の週にかけて秋物衣料が好調に推移しており、客や商品の動向は回復傾向にある。,
,,□,コンビニ（経営者）,単価の動き,・客単価は0.5ポイントほど下降気味となっているが、ガソリン代は上げ止まりとなっている。,
,,□,コンビニ（経営者）,販売量の動き,・客数は増えているが、販売量が少ない。,
,,□,コンビニ（エリア担当）,販売量の動き,・１人当たりの買上個数は微減だが、商品単価が上昇していることから客単価は引き続き回復傾向にある。,
,,□,衣料品専門店（経営者）,単価の動き,・ここ数か月間、販売単価、来客数とも横ばいになっている。,
,,□,観光名所（職員）,来客数の動き,・当施設利用者は、台風による２日間の影響により前年同月比で91％強となっている。しかし前年の９月は前年同月比で120％を記録した月であり、このことからも沖縄観光は相変わらず好調といえる。来客者としては家族連れ、カップル、大学生等が中心であり、中旬からは団体客も増加している。,
,,□,住宅販売会社（経営者）,お客様の様子,・公共工事の予算削減の影響が変わらず続いており、また、度重なる台風で観光客の来島が減り、景気が冷え込んでいる。,
,,▲,スーパー（経営者）,販売量の動き,・今月はかなり厳しい状況にあり、その要因としては競合店の出店ということもあるが、旧盆が８月末ということもあり、商戦後であったことの影響も大きいと予測される。,
,,▲,観光型ホテル（営業担当）,販売量の動き,・台風の影響により売上が下落している。,
,,▲,住宅販売会社（従業員）,来客数の動き,・展示場への来客数が、週末台風の影響もあり減少し、来客者の減少傾向に更に拍車をかける結果となっている。,
,,×,家電量販店（副店長）,競争相手の様子,・安価でないと客に商品を購入してもらえない状況が続いており、競合店との売価も比較され、指摘されている。,
"企業
動向
関連

(沖縄)",,◎,－,－,－,
,,○,－,－,－,
,,□,通信業（営業担当）,受注価格や販売価格の動き,・低価格商品が売れ筋となっている。,
,,□,不動産業（支店長）,受注量や販売量の動き,・問い合わせや成約の件数が横ばい状態となっている。,
,,▲,建設業（経営者）,受注量や販売量の動き,・問い合わせ件数は多いが成約率が鈍い。,
,,▲,通信業（従業員）,取引先の様子,・取引先や客が非常にシビアになってきており、確実に取引先や客の利益に直結するサービスや商品にビジネスが限定されてきている。取引先や客の立場できちんとサービスや商品を提供できれば影響を受けることはない。,
,,×,－,－,－,
"雇用
関連

(沖縄)",,◎,－,－,－,
,,○,人材派遣会社（経営者）,求人数の動き,・派遣依頼や問い合わせが少しずつだが続いており、周辺企業の活発な動きが感じられる。派遣の依頼も確実にその人材が確保できれば増加する。,
