,,▲,その他サービス業［物品リース］（役員）,取引先の様子,・取引先の資金繰りの悪化から、延滞や民事再生法への移行が出始めており、貸倒れ、引当金の積増も出ている。,
,,×,電気機械器具製造業（経営者）,取引先の様子,・半導体関連では、リードフレームは全国的に在庫調整に入っており、動きが鈍い状況で推移している。特に年明けは悪い。また機械加工についても、装置関連の機械部品並びに自動車関連の製品等、全般的に悪くなっている。,
,,×,経営コンサルタント,受注量や販売量の動き,・すべての酒類量販店において焼酎の売上が前年比95％くらいで推移している。,・全ての酒類量販店において焼酎の売上が前年比95％くらいで推移している。
"雇用
関連

(九州)",,◎,－,－,－,
,,○,人材派遣会社（社員）,求人数の動き,・求人数が格段多くなっているわけではないが、高い能力を求める企業に対応できるスタッフが少なくなっており、どこの企業も良い人が雇用できない状況にある。,
,,○,求人情報誌製作会社（編集者）,求人数の動き,・福岡都市圏では、求人情報誌に掲載されている求人件数が前年比20％も伸びている。アルバイト・パート求人、アウトソーシングなどでの雇用が伸びているからである。,
,,□,求人情報誌製作会社（経営者）,周辺企業の様子,・年が明けても求人内容に変化はみられない。人材派遣、業務請負業の求人は変わらず根強く、正社員の募集に関しては看護士、理美容師、技術者等の有資格者の募集が安定している。事務系の正社員の中途採用はほとんどみられない。,
,,□,職業安定所（職員）,それ以外,・全体としては新規求人数は伸びている。造船関連は高操業が続き求人も伸びているが、卸・小売業、飲食店の求人が減少傾向で元気がない。,
,,□,職業安定所（職員）,求人数の動き,・新規求人数は堅調に推移し、有効求人倍率は改善しているものの、新規求人数に占める派遣、請負の求人の割合が52.6％を占めた。,
,,□,職業安定所（職員）,求人数の動き,・求人数は減少しているものの、前年に比べ求人件数は横ばいである。,
,,□,職業安定所（職員）,採用者数の動き,・求人は増加傾向が続いているが、業務請負業等からの督促が増える等、採用者数の動きに変化もみられる。,
,,▲,人材派遣会社（社員）,求人数の動き,・秋以降、オーダーの件数が落ち着いている。また、長期雇用が前年比10％程度減少している。,
,,×,－,－,－,
,,,,,,
　１１．沖縄（地域別調査機関：（財）南西地域産業活性化センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(沖縄)",,◎,ゴルフ場（経営者）,来客数の動き,・３か月前に比べ、県外のゴルフ客が増加している。,
,,○,百貨店（担当者）,販売量の動き,・初商い、冬物セールスタート時からの寒さにより、先月に比べ好調な月となっている。前年と比較して天候は安定しており、気温も前年比マイナス５度前後と例年並みの推移となったことから、防寒衣料を中心に主力の婦人服やこれまで苦戦傾向の紳士服、子供服も好調で、前年同月比で６～９％売上が上昇している。また、比較的単価の高い商品が動いたことから客単価も上昇している。食料品においても鍋素材を中心に好調で、近隣の大型量販店に押され苦戦傾向にあった生鮮の売上が前年同月比で２～４％の上昇となっている。,・初商い、冬物セールスタート時からの寒さにより、前月に比べ好調な月となっている。前年と比較して天候は安定しており、気温も前年比マイナス５度前後と例年並みの推移となったことから、防寒衣料を中心に主力の婦人服やこれまで苦戦傾向の紳士服、子供服も好調で、前年同月比で６～９％売上が上昇している。また、比較的単価の高い商品が動いたことから客単価も上昇している。食料品においても鍋素材を中心に好調で、近隣の大型量販店に押され苦戦傾向にあった生鮮の売上が前年同月比で２～４％の上昇となっている。
