,,▲,新聞社（広告）,取引先の様子,・８月は閑散期となっており、例年動きは鈍くなるが、今年は従来の広告主も出稿を見合わせるなど新聞広告の優先度が低くなっている。,
,,▲,経営コンサルタント,受注量や販売量の動き,・猛暑にもかかわらず、ビールの売上が落ちている。消費者の買い控えが進んでいる一方、低価格酒の売上は上がっている。,
,,▲,その他サービス業［物品リース］（従業員）,受注量や販売量の動き,・例年８月は盆休み等の影響で受注量が減少する傾向にあるが、今年は特に厳しい。,
,,×,＊,＊,＊,
"雇用
関連

(九州)",,◎,＊,＊,＊,
,,○,人材派遣会社（社員）,求人数の動き,・正社員求人数が増えている。,
,,○,新聞社［求人広告］（担当者）,求職者数の動き,・求人数が増加している。,
,,○,新聞社［求人広告］（担当者）,採用者数の動き,・北部九州地区は自動車関連産業の進出や設備投資の話題があり、新規の雇用にもつながっている。,
,,○,職業安定所（職員）,求人数の動き,・新規学校卒業者に対する求人が前年に比べかなり増加しており、企業の採用意欲が好調である。,
,,□,人材派遣会社（社員）,求人数の動き,・技術職の求人は多いが、該当者がみつからず、どの企業も苦労している。また、販売や軽作業等の求人は多くみられるが、入替えが多いため、新規求人というわけでもない。,
,,□,人材派遣会社（社員）,雇用形態の様子,・派遣依頼の中でも紹介予定派遣の割合が増加している。しかし全体の受注数は減少傾向にあり、景気が上向きとは言えない。,
,,□,職業安定所（職員）,採用者数の動き,・紹介で就職した人の数は前年より若干少なくなっているが、中身を見てみると、高齢者が４割近く、パート求職者が１割増えており、人手が不足している様子である。,
,,□,職業安定所（職員）,求人数の動き,・正社員採用を事業主に要請しているものの、求人に占める割合は35％前後で推移している。,
,,□,職業安定所（職員）,求人数の動き,・求人内容は派遣請負が全体の20％と変化がなく、新規求人数、新規求職者数共に大きな変動はない。,
,,□,学校［大学］（就職担当者）,求人数の動き,・08年卒業見込み対象の求人は現在のところ落ち着いているが、秋採用に向けての求人活動の動きが出ている。また、09年卒業見込み学生の求職活動に関連する企業からの問い合わせも出てきており、求人意欲は３か月前と同様に、依然として高水準にある。,
,,▲,民間職業紹介機関（支店長）,求人数の動き,・長期契約の人材派遣、紹介需要が前年と比べ微減である。短期契約はほぼ横ばいか微増である。,
,,×,－,－,－,
,,,,,,
　１１．沖縄（地域別調査機関：（財）南西地域産業活性化センター）,,,,,,
,,,,,（－：回答が存在しない、＊：主だった回答等が存在しない）,
分野,,景気の現状判断,業種・職種,判断の理由,追加説明及び具体的状況の説明,
"家計
動向
関連

(沖縄)",,◎,観光名所（職員）,来客数の動き,・施設利用者数は、３か月前の平成19年５月は前年同月比で105.2％、今月は８月25日現在で115.4％と高い伸びとなっている。８月の沖縄への入域観光客も前年同月比で順調に伸びている。来園者は、家族連れ、カップル、学生等が中心である。,
,,◎,その他のサービス［レンタカー］（営業担当）,来客数の動き,・８月も入域観光客数が好調に推移しており、県内レンタカー業全体の稼動状況は良い。しかし稼動単価は下落傾向にあり、必ずしも売上が好調とはいえない。,
,,○,家電量販店（従業員）,販売量の動き,・売行きはやや好調だが、買い控えや買い回りも起きている。地上デジタル放送への移行の影響で良いと思われがちだが、懸念材料も多い。,
,,○,観光型ホテル（商品企画担当）,単価の動き,・前年に比べて、旧盆シーズンを含む需要の高い時期において単価が上がっている。,
,,○,観光型ホテル（営業担当）,販売量の動き,・台風の影響も無く、盆休みの時期の集客が好調で、売上の状況としては良い。,
